"","U1_SARS_Ang","U2_SARS_Ang","SARS_COV2","ACE2","Ang","AGTR1","U1_ADAM17_Sil6r","U2_ADAM17_Sil6r","ADAM17","Toci","Sil6r","U_EGF_EGFR","EGF","U_EGFR_TNF","TNF","U_EGFR_IL6STAT3","Gefi","EGFR","U1_PRR_NFKB","U2_PRR_NFKB","PRR","NFKB","IL6STAT3","IL6AMP","cytok"
"1",13.591445192137,21.1528318153582,48.7188347083605,15.1281165291639,32.3849284619522,74.8531259627591,39.9008969394298,40.5402210328373,88.1464010182429,30.4494541955395,94.551848515878,36.4650408430943,81.2699032555761,49.7434710151418,96.4150863926245,34.0182354081016,43.9961801397144,20,21.5151634793107,9.22089064280573,43.6069772207813,36.24958762796,70.7440551491216,29.8869587192127,0
"2",35.8435934347858,23.9905982653673,77.4101211303398,12.258987886966,47.5089653670405,90.8936422193257,26.7027910958634,18.3825802460769,81.0818098176132,57.4456289489992,39.4776866861399,70.4378453698137,95.0468517555887,49.0167959734655,94.7603593278078,34.5378946086797,39.1050604551722,20,24.836209049257,20.3900704877727,82.9053259856021,54.4950890493394,21.5176910036237,12.29735900182,0
"3",9.44508137372334,34.2982583039625,62.95179954022,13.704820045978,39.3376396324568,83.8486692325348,49.3416961056262,26.0409316398724,90.9606733221568,40.6805293386206,89.389315816157,46.197317155304,88.4799406254692,36.8514927494908,93.457107434776,35.7212988703895,48.2074127930763,20,19.6233444595642,8.31581546020793,59.6169871448339,36.3969706664801,68.1709163663304,28.3547336926592,1
"4",22.7014276642733,22.0455253057077,61.24928340767,13.875071659233,38.4779716881748,82.8954793475897,40.3144563530833,16.4358938000889,83.4998345464296,45.0686927600975,66.9101430450272,57.2512886796945,91.4319865016255,39.8624763360983,92.1777050519689,46.4241960329049,55.2455245133121,20,36.3175657525782,11.1390881924597,67.3264684236071,47.480131572791,59.8114629424302,27.7669049238616,0
"5",39.1144087270237,9.05392363213143,62.2213921724276,13.7778607827572,38.9672699165849,83.4433702898351,34.3576547712797,11.6968465518368,77.9532896950355,46.245510487684,47.7133911744052,62.9294802133972,92.3088712904222,43.6175538091977,91.7942739669365,47.6912354491381,39.3179909168005,20,23.4204854025544,8.86812706173721,60.9574291937681,37.7036960529872,42.3870963303522,15.7849965651441,0
"6",15.9709201854533,18.0283862029343,47.0098020334581,15.2990197966542,31.5632759771639,73.595745738762,21.8160829527177,9.02445719366632,57.1312189770336,40.9037137001091,21.5862899006911,63.0728201773719,86.6177734175544,56.6946947182053,89.6436511471253,38.5256741221484,47.3546211826823,20,20.2872576630637,27.9146279590066,54.8267742135543,47.0225586196505,14.0606137646376,8.80459783496579,0
"7",17.2783361483305,39.3948198807054,77.3399293675731,12.2660070632427,47.4632543519944,90.8633285487135,27.2385618454968,30.2421512923431,86.1921299976889,50.634136429152,67.6307882964344,42.9643328126294,84.9920867176146,53.7876023444657,96.883693210181,45.5715180454159,38.4350840596604,20,10.1214067902566,23.6108638532634,79.8629480873495,50.397349849387,59.4791080541009,28.7474864384633,0
"8",15.6462868747572,32.2302095488924,67.1753568231531,13.2824643176847,41.5352977125663,86.0904617813549,26.7636530674917,33.8706503017349,84.9448756535229,61.0695811472617,61.6799271791284,60.6257856502686,92.9539403001136,64.4622963613158,98.2276502959741,36.7278480197786,36.2317392871039,20,30.1467796005364,21.7336063254585,77.0955019005755,59.2118069363031,42.6435196994289,22.5053076669097,1
"9",19.1422636513385,16.7243274769838,49.0144484464667,15.0985551553533,32.5268841875768,75.0662871612845,27.5466417962558,32.2433395960325,78.1053688879866,34.9804832678238,77.8315056987174,63.2867777223413,92.4665924883643,41.4131667128979,90.8050330227902,42.8078925184727,35.0850563293595,20,18.8841149924092,32.0260594442611,59.6086851727979,51.467126864217,65.7833602365619,33.2442935073574,1
"10",23.3810822480392,30.4599617945136,73.03997774516,12.696002225484,44.8097164203405,88.9414786214401,24.6449984944939,26.5746576871682,82.3566289431606,50.0932589754337,57.2901196919545,40.5372969751194,81.7210832063466,43.4195609961445,93.2327553797473,33.0238502725249,61.8523975652057,20,20.2760818243766,16.4087852462946,75.9471476276657,46.362421394432,34.1368266139611,14.8217960720746,0
"11",34.2763034385346,30.2154939763117,82.152954181674,11.7847045818326,50.8396844395882,92.8718890778729,23.4946976588928,10.2722099640608,76.1846518202878,48.5371673473949,29.6320854369876,70.8229764128324,94.4101090466478,43.5478154467845,91.0691010775239,46.1303212279143,39.0631678599469,20,17.6601757972914,8.14910622880873,78.6729709045301,38.1421142572647,24.8206519232166,10.0422569177318,0
"12",13.9822054534718,8.64230613221854,31.3813335671073,16.8618666432893,23.6869930914356,59.7476013008584,24.6482541130828,47.7998997389222,73.2987115215431,46.96861225484,80.5436150050901,43.4222383870644,79.7391990373859,47.2088657758826,91.6633985482347,27.0235320508694,34.7834572578614,20,29.5322140728164,15.6060124978083,31.6023136246056,38.3374334822558,49.3230714319627,18.9454407899779,0
"13",11.1960739997261,32.4311804405688,62.3791936374177,13.7620806362582,39.0470807551977,83.5313915932085,47.4243576254225,41.3791639047485,93.5812394141736,55.2408529121092,92.0690848243372,57.7239337908607,93.6649946527356,53.2421399918449,97.7546302744823,45.6435103087913,51.9604336753877,20,10.9887645043059,28.7811831739219,69.043857355926,52.6547079183042,79.6561227290751,43.6046685044943,1
"14",20.4246564389312,10.7700908032696,41.7617445684716,15.8238255431528,29.0153222669051,69.4496477497564,16.87738193779,22.2436930889859,57.9419777748829,35.4602465318413,37.715067823424,28.8331668599713,54.4858477168936,44.4707432372968,81.2348586410741,39.7118875748866,58.8586957701247,20,22.8649057383998,27.1519775453623,48.9987506047368,40.1045849382996,24.8654183927169,10.4149540119571,0
"15",11.2823996012208,28.9092329306684,57.411832235498,14.2588167764502,36.5796861378513,80.6335853315164,33.3912504445054,15.5988667443212,77.3636398881967,49.6929952399446,48.4675779340378,44.5427889292164,82.4631716563448,23.9804527782391,76.9769326801257,24.0843593631446,25.2927436444727,20,23.4725438747853,26.2747595965937,67.442887572997,41.1305898918799,18.8914504248324,9.02452010699958,0
"16",20.6101385945015,25.6860557190454,63.9148492500809,13.6085150749919,39.8298906686845,84.3748984850644,22.1892392120724,35.2947467653984,82.0745709066319,44.1584000117778,71.5662727708352,45.2775505955403,84.8914767314627,35.682150334723,89.516849023548,32.8077733403059,56.1758786794662,20,16.2840580222943,27.480474085357,72.0277365290389,48.8971343845558,47.57788673814,21.5054853493436,0
"17",16.0268690528707,28.485133616679,62.4912303527247,13.7508769647275,39.1038131246608,83.5937315296404,30.5410850835897,27.5703393748367,83.0967944601573,33.6956313875741,79.02367706632,46.9444569225017,86.2963688947501,43.9600819936811,93.6579344781569,56.742869116511,28.9368024313258,20,55.1232224242735,13.361087209466,77.3443556353987,61.9276543427199,80.1880711008838,48.6052424379888,1
