"","U1_SARS_Ang","U2_SARS_Ang","SARS_COV2","ACE2","Ang","AGTR1","U1_ADAM17_Sil6r","U2_ADAM17_Sil6r","ADAM17","Toci","Sil6r","U_EGF_EGFR","EGF","U_EGFR_TNF","TNF","U_EGFR_IL6STAT3","Gefi","EGFR","U1_PRR_NFKB","U2_PRR_NFKB","PRR","NFKB","IL6STAT3","IL6AMP","cytok"
"1",22.1874617094183,30.694750449077,72.13279231824,12.786720768176,44.2812045096145,88.5187219170995,27.8912438525712,21.9213502074686,81.965903548228,55.5001367931135,48.720650299001,43.5432718881691,83.7009117638354,49.605150623213,95.1413553429321,42.5469681309158,26.5433927328549,20,26.0012165527382,30.1154691060216,83.6187175498559,62.5724082875834,37.195812078451,20.8716824846244,0
"2",20.1574745793094,15.199904021862,47.9977705256344,15.2002229474366,32.0385013448226,74.327871773254,25.4667169552473,32.5808557860399,76.3002049274205,47.8609257753969,64.6286653444536,46.8213629521029,83.617981625116,47.350253116234,92.7977267195104,28.5266550622168,53.9010859926197,20,28.810122300895,17.2465514583497,52.3354871522499,45.0385228588669,35.697436170842,15.0804330577893,0
"3",8.28669450077489,23.7321453870851,45.9653774187664,15.4034622581234,31.0598646761398,72.8057458894691,21.9486821753189,19.2613658846504,63.8305736213655,47.4056483146679,32.5591460511945,57.054201852132,85.4162354588102,51.4325732422285,89.8209181626773,26.0355156682876,44.4071975913118,20,-8.10184517377881,21.3593631517995,34.9102378748915,25.3974467478148,11.9638452389394,5.55596291994226,0
"4",16.0083228421628,20.4056196092451,50.618801370546,14.9381198629454,33.2970372962722,76.2015796052989,17.1160462883603,15.612555367394,59.8947521619058,53.3270520626568,17.6000384848182,49.455237298123,78.0675025290813,54.1319812134292,89.4980556184962,41.3410609390631,24.927015385991,20,5.47550789806071,29.7266570275604,53.3014379764756,40.594985740614,13.8363952348523,7.7772185341898,0
"5",24.9454512656751,29.9349943264328,73.9500154480153,12.6049984551985,45.3497234645384,89.3592888478941,25.5018479245232,24.7230067632301,82.2902263549564,42.7701678567436,62.6299233575488,55.8595473020823,90.5653632303389,54.8828600311162,96.468462863454,38.6349229021239,37.4154734435072,20,17.6100368259012,21.8511701468833,78.6714977297339,52.2111744321939,45.9325848810694,21.7925121357873,0
"6",25.8979430070017,38.9435049142761,83.6376039022335,11.6362396097767,52.0060827642451,93.4654393519178,21.0199663025858,14.3375134804919,77.0217835813388,47.8834418953342,33.326936665729,47.9633830760274,84.6683515627207,46.1274133727501,92.5444750684972,32.0172390545968,23.4112011012365,20,25.1907464524007,16.0449090915651,85.4089478529425,50.3896404218519,15.8950112728483,9.83798900565608,0
"7",9.91923824570514,34.3996868635003,63.6439380192546,13.6356061980745,39.6909462824931,84.2277942372589,20.631621133604,11.4962969152054,67.6835225311241,41.5960793318324,28.6595119918844,52.3671239259683,83.8737169869839,30.0995006831984,74.8409244910148,50.2864854068048,39.1655823590023,20,22.7887026011171,18.6459462337758,68.9407193921353,34.2941622720641,28.1042720781514,10.2386142916039,0
"8",18.3632398252914,22.2943674314777,56.3609471972896,14.363905280271,36.0671161473155,79.9851947829457,23.6646346198615,25.754556776719,75.3734484717088,55.613346188219,44.1561976424437,41.0527071416671,78.8154818908077,40.5676439143025,89.1168339978178,34.3210439479414,47.6265585334451,20,27.9793368024062,10.0694062276237,56.9476665501349,37.8634199821982,24.6438178261273,9.94440549086989,0
"9",5.7332731829691,38.5721449904792,64.5883309398729,13.5411669060127,40.1769900609619,84.7374974335204,24.3517108053417,15.9772695287613,73.94065578017,32.9095112188106,51.9505330506852,53.2210917796308,86.7527744499111,58.6234413018966,95.7484436882786,51.519494835453,35.2289524663568,20,33.2318838411768,13.3334993530548,70.9727139024546,51.1703638592104,51.3495737123298,24.3036111154797,0
"10",19.4352160587601,33.3122314018687,72.5218088430644,12.7478191156936,44.5066915779464,88.700783408244,30.9988184054228,61.6677099452022,94.4695865568496,55.5240690163401,94.5993350037633,45.3609121063835,89.111034191866,55.4523574146619,98.1120540087076,62.8998407312476,46.3379436227489,20,12.472456928477,22.6081285757435,76.0201298680088,50.7813342613976,91.1247701691216,51.2339941253958,1
"11",33.0177950308713,7.9758936787416,53.2315733240565,14.6768426675943,34.5529595886051,77.9754581371962,17.0050636814813,36.2118467898073,74.7547790676581,43.7726080588107,62.5908328312982,37.7472387783307,75.5839879209789,47.3393146638258,92.2592061967692,48.0179757728081,43.8483231208395,20,4.07424352937404,12.9779785733119,43.3497096840355,28.3350447608218,57.5550051231796,19.6763142829462,0
"12",29.5578150802734,23.5677046111293,70.9293045051688,12.9070695494831,43.5938746672278,87.9479455599924,7.23464151492563,31.2714300121607,72.019848752493,52.485877274667,33.1630060036389,49.9314134353603,83.9857223422612,19.4758202031555,66.1400519332184,43.9099228630611,35.0694051481379,20,4.09763875655978,22.0663103483143,70.8974220072788,23.8143980473663,25.3887788102973,7.85619056415465,0
"13",19.6176644398128,30.6750859643138,69.4530975111778,13.0546902488822,42.7701315993889,87.231792084955,9.51014668328052,32.3074597939299,73.8637964152095,60.2007166402363,31.4716615668064,48.0070070363758,83.4279278858569,27.3128126580896,77.4161187768854,46.1459423187778,46.5772796655881,20,22.3934212484002,29.5569850330042,80.3329124780575,46.5154245174129,26.2341010175502,12.1034663803369,0
"14",31.8744470341339,21.6676484289826,70.9669874574604,12.903301254254,43.6151715710533,87.965992868307,38.9075409405173,43.9293761219294,93.0398225808079,43.5663636314524,93.2747462811929,44.3720854939771,88.1822072216733,38.4042938734676,94.5640791826231,52.135127939438,50.7173800026007,20,6.74160762145018,34.5777097281019,78.9267013278859,54.942626281262,85.0400570800462,48.7516154560466,1
